NAME:Ä©´Î²É¼¯Í¼Æ×
X_AXIS:Raman Shift(cm-1)
Y_AXIS:ORIGINAL_REDUCE_DARK
DATE:2023-07-31
TIME:15:35:26
LASERLENGTH:1064
LASERLEVEL:500
INTGRTIME:8000
>>>>>Begin Processed Spectral Data<<<<<
-221.787,2168
-213.774,2386
-205.774,2499.5
-197.787,2609
-189.814,2811
-181.855,3018
-173.909,3153.5
-165.977,3247
-158.058,3454
-150.152,3704
-142.26,3922.5
-134.382,4053
-126.516,4337
-118.664,4558
-110.825,4838
-103,5170
-95.1874,5362.5
-87.3882,5973
-79.6023,6363
-71.8294,6740.5
-64.0697,7196.5
-56.3231,7714
-48.5896,8511.5
-40.8691,9588.5
-33.1616,11832.5
-25.467,18412
-17.7855,61899.5
-10.1168,61946.5
-2.46106,61921
5.18181,61953.5
12.8118,16636
20.429,10221.5
28.0335,8281
35.6251,7180.5
43.204,6519.5
50.7702,6118
58.3237,5647
65.8645,5374
73.3927,5156.5
80.9083,5314
88.4113,8459.5
95.9018,19415
103.38,30371
110.845,30856.5
118.298,28241.5
125.738,25494
133.166,22532
140.582,20237.5
147.985,18125.5
155.376,16419
162.755,14601.5
170.121,13160
177.475,11584
184.817,10436
192.146,9460.5
199.463,8867
206.769,8296
214.062,7877
221.342,7353.5
228.611,6931
235.868,6774
243.112,6645.5
250.345,6450.5
257.565,6285.5
264.774,6035.5
271.97,5951.5
279.155,5845.5
286.328,5983
293.489,6118
300.638,6041
307.775,5879.5
314.9,5575.5
322.014,5252.5
329.115,4985
336.205,4701
343.284,4348
350.35,4018
357.405,3726.5
364.448,3600.5
371.48,3756
378.5,3944
385.536,4091
392.561,4077.5
399.574,3945
406.576,3655
413.566,3500
420.544,3328
427.512,3069.5
434.467,2877
441.412,2698.5
448.345,2596
455.266,2508.5
462.177,2482
469.076,2423.5
475.963,2406.5
482.84,2414.5
489.705,2342
496.559,2393
503.402,2407.5
510.234,2524
517.054,2654.5
523.863,2864
530.662,2849
537.449,2754
544.225,2728.5
550.99,2804
557.744,2806.5
564.487,2750
571.219,2603
577.94,2432
584.65,2340.5
591.35,2325
598.038,2286
604.715,2272
611.382,2255
618.038,2219
624.683,2027.5
631.317,2001
637.941,2041
644.553,2000.5
651.155,1950
657.747,1941
664.327,2055.5
670.897,2137.5
677.457,2199.5
684.005,2298
690.543,2310.5
697.071,2383.5
703.588,2250
710.094,2275
716.59,2243.5
723.076,2216
729.551,2230.5
736.015,2215.5
742.469,2231.5
748.913,2329.5
755.346,2357.5
761.769,2365
768.182,2268
774.584,2285
780.976,2192
787.357,2091
793.729,1942.5
800.09,2033.5
806.44,2183.5
812.781,2390
819.112,2271
825.432,2158.5
831.742,2154
838.042,2475
844.332,3035
850.611,3551.5
856.881,3439.5
863.141,3241.5
869.39,3212.5
875.63,3174.5
881.859,3047.5
888.079,2839
894.289,2635.5
900.488,2623
906.678,2788
912.858,3179
919,3422
925.151,3478.5
931.293,3720
937.424,3827.5
943.546,3461.5
949.658,3044.5
955.76,2761.5
961.853,2561
967.935,2480
974.008,2290.5
980.071,2146.5
986.125,2002.5
992.169,2141
998.203,2576.5
1004.23,2563.5
1010.24,2223
1016.25,2066
1022.24,2270
1028.23,2419.5
1034.21,2409.5
1040.17,2273.5
1046.13,2269
1052.08,2288.5
1058.02,2203
1063.95,2062.5
1069.87,1960.5
1075.78,2005
1081.68,2020.5
1087.57,2145.5
1093.45,2228
1099.33,2284.5
1105.19,2072
1111.05,1810
1116.89,1704.5
1122.73,1623
1128.55,1524.5
1134.37,1427
1140.18,1425.5
1145.98,1474.5
1151.77,1628.5
1157.55,1784
1163.32,1861.5
1169.08,1787
1174.83,1867.5
1180.58,1896.5
1186.31,1899.5
1192.04,1929.5
1197.76,2028
1203.46,2043
1209.16,1960.5
1214.85,1873
1220.53,2067
1226.21,2420.5
1231.87,2930
1237.52,3316
1243.17,3540
1248.8,3432.5
1254.43,3230
1260.05,3118.5
1265.66,3111.5
1271.26,3095.5
1276.85,2939.5
1282.43,2695.5
1288.01,2414.5
1293.57,2199.5
1299.13,2083
1304.68,1928.5
1310.22,1920.5
1315.75,1905.5
1321.27,1791.5
1326.78,1639.5
1332.29,1608
1337.78,1547
1343.27,1461.5
1348.75,1343
1354.22,1199
1359.68,1195
1365.13,1167.5
1370.58,1273
1376.01,1405
1381.44,1443.5
1386.86,1480
1392.27,1485.5
1397.67,1503.5
1403.07,1473.5
1408.45,1477.5
1413.83,1571
1419.2,1726.5
1424.55,1828
1429.91,1839
1435.25,1874.5
1440.58,2207
1445.91,2529
1451.23,2807
1456.54,2648
1461.84,2455.5
1467.13,2126
1472.42,1748
1477.69,1349
1482.96,1130.5
1488.22,912
1493.47,757.5
1498.72,715
1503.95,685.5
1509.18,654.5
1514.4,669
1519.61,696.5
1524.81,646.5
1530.01,644
1535.19,658
1540.37,646.5
1545.54,707.5
1550.71,735.5
1555.86,714.5
1561.01,696
1566.15,717.5
1571.28,709
1576.4,691
1581.51,697
1586.62,671
1591.72,723.5
1596.81,717.5
1601.89,772.5
1606.97,869.5
1612.03,841.5
1617.09,877.5
1622.14,972
1627.19,1114
1632.22,1238.5
1637.25,1370
1642.27,1416.5
1647.28,1458.5
1652.29,1546.5
1657.28,1684
1662.27,1831.5
1667.26,1885
1672.23,1829
1677.19,1665.5
1682.15,1477.5
1687.1,1343
1692.05,1047
1696.98,893
1701.91,655
1706.83,498
1711.74,370
1716.65,342
1721.54,308
1726.43,266.5
1731.32,277.5
1736.19,284.5
1741.06,282
1745.92,276
1750.77,252
1755.61,234.5
1760.45,243
1765.28,267
1770.1,209.5
1774.92,236
1779.72,186.5
1784.52,204
1789.32,216.5
1794.1,259.5
1798.88,241
1803.65,261
1808.41,187.5
1813.17,176.5
1817.92,219
1822.66,174
1827.39,202.5
1832.12,227
1836.84,194.5
1841.55,218.5
1846.25,179.5
1850.95,205
1855.64,195.5
1860.32,202
1865,198.5
1869.67,161.5
1874.33,162
1878.98,162
1883.63,196
1888.27,170
1892.9,158
1897.53,156.5
1902.15,191
1906.76,191.5
1911.36,185.5
1915.96,185.5
1920.55,143.5
1925.13,158.5
1929.71,146.5
1934.28,120.5
1938.84,141.5
1943.4,117.5
1947.95,154.5
1952.49,163.5
1957.02,202.5
1961.55,115.5
1966.07,126
1970.58,133
1975.09,118.5
1979.59,126.5
1984.08,149.5
1988.57,120
1993.05,86
1997.52,103
2001.98,100
2006.44,67.5
2010.89,113
2015.34,108.5
2019.78,120
2024.21,96
2028.63,76
2033.05,79
2037.46,119
2041.87,105
2046.26,95.5
2050.65,106
2055.04,66.5
2059.42,61
2063.79,124.5
2068.15,81
2072.51,64.5
2076.86,83
2081.2,134
2085.54,112
2089.87,112.5
2094.19,103
2098.51,85
2102.82,54.5
2107.13,125
2111.43,122
2115.72,93.5
2120,83
2124.28,106
2128.55,104
2132.82,112.5
2137.08,97.5
2141.33,106
2145.57,82.5
2149.81,95
2154.05,58.5
2158.27,131.5
2162.49,99
2166.7,64
2170.91,123
2175.11,90
2179.31,87.5
2183.49,62.5
2187.68,103.5
2191.85,61.5
2196.02,50.5
2200.18,94
2204.34,98
2208.49,112.5
2212.63,36
2216.77,76
2220.9,71
2225.02,93.5
2229.14,92.5
2233.25,82
2237.36,78
2241.46,82.5
2245.55,85.5
2249.64,128.5
2253.7,113
2257.76,75
2261.81,106.5
2265.85,105
2269.89,86.5
2273.92,96
2277.94,95
2281.96,64
2285.97,52
2289.98,23.5
2293.98,85
2297.97,111
2301.96,47
2305.94,71.5
2309.92,63.5
2313.89,84
2317.85,94
2321.81,45
2325.76,42.5
2329.71,75
2333.65,26
2337.58,34
2341.51,9
2345.43,62
2349.34,62.5
